Resource ID,Local Area,Matched Zone,Generator Name,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Dispatchable,Path Designation,Deliverability Status,Deliverability MW,Internal Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHD_1_PDRP63,CAISO System,SP15,SCHD_1_PDRP63,,,0.14,0.11,0,0.15,0.13,0.28,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHD_1_PDRP64,CAISO System,SP15,SCHD_1_PDRP64,,,,0.11,0.11,0.15,0.1,0.11,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHD_1_PDRP70,CAISO System,Not found,VLTS_PDR_SCHD_D,,,,,,,0.11,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHLTE_1_PL1X3,Stockton,NP15,Tracy Combined Cycle Power Plant,336.04,336.04,336.04,336.04,336.04,336.04,336.04,336.04,336.04,336.04,336.04,336.04,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHNDR_1_FIVPTS,Fresno,NP15,Five Points Solar Station,0.1,0.1,0.1,0.2,0.79,5.75,8.99,3.01,6.01,0.1,0.1,0.1,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHNDR_1_WSTSDE,Fresno,NP15,Westside Solar Station,0.1,0.1,0.1,0.2,0.79,5.75,8.99,3.01,6.01,0.1,0.1,0.1,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCLD_1_PDRP05,CAISO System,SP15,SCLD_1_PDRP05,,,0.4,0.5,0,0,0,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCLD_1_PDRP06,CAISO System,SP15,SCLD_1_PDRP06,,,,,0.1,0.1,1.3,0.1,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP07,Big Creek-Ventura,SP15,SCNW_6_PDRP07,,,,,0.1,1.35,1.4,1.31,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP12,Big Creek-Ventura,SP15,SCNW_6_PDRP12,1.19,1.53,1.25,0.96,0.54,0.89,2.14,0.2,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP40,Big Creek-Ventura,SP15,SCNW_6_PDRP40,,,,,,0.14,0.13,0.16,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP41,Big Creek-Ventura,SP15,SCNW_6_PDRP41,,,0.15,0,0,0,0,0.51,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP42,Big Creek-Ventura,SP15,SCNW_6_PDRP42,0.15,0,0.11,0.11,0.16,0.26,0,0.19,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP43,Big Creek-Ventura,SP15,SCNW_6_PDRP43,,,,0.16,0,0.11,0,0.47,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP44,Big Creek-Ventura,SP15,SCNW_6_PDRP44,0.17,0,0.11,0,0.14,0,0.51,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP45,Big Creek-Ventura,SP15,SCNW_6_PDRP45,,,,,0.11,0,0.52,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP46,Big Creek-Ventura,SP15,SCNW_6_PDRP46,,,0.14,0.14,0,0.11,0.19,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP47,Big Creek-Ventura,SP15,SCNW_6_PDRP47,0.11,0,0,0,0.45,0.16,0,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP48,Big Creek-Ventura,SP15,SCNW_6_PDRP48,,0.2,0,0,0,0.6,0.13,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP49,Big Creek-Ventura,SP15,SCNW_6_PDRP49,0.12,0.12,0.11,0.13,0.5,0.23,0,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP50,Big Creek-Ventura,SP15,SCNW_6_PDRP50,,0.12,0,0.15,0.18,0,0.28,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP51,Big Creek-Ventura,SP15,SCNW_6_PDRP51,,0.12,0.16,0.25,0.13,0.1,0,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP53,Big Creek-Ventura,SP15,SCNW_6_PDRP53,,,,,,,,0.12,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP54,Big Creek-Ventura,SP15,SCNW_6_PDRP54,,,,,,0.13,0.15,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP55,Big Creek-Ventura,SP15,SCNW_6_PDRP55,,,,,,,,0.26,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP56,Big Creek-Ventura,SP15,SCNW_6_PDRP56,,,,,,,,0.12,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP59,Big Creek-Ventura,SP15,VLTS_PDR_SCNW_1,,,,,,,0.11,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP62,Big Creek-Ventura,SP15,SCNW_6_PDRP62,,,,,,,,0.16,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP63,Big Creek-Ventura,SP15,SCNW_6_PDRP63,,,,,,0.55,0.57,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP65,Big Creek-Ventura,SP15,SCNW_6_PDRP65,,,,,,0.32,0.32,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCNW_6_PDRP67,Big Creek-Ventura,SP15,ESPN_SCNW_6_PDRP67,,,,1.63,1.94,1.21,1.35,1.3,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP04,San Diego-IV,SP15,SDG1_1_PDRP04,1.15,1.2,1.12,1.37,2.35,3,4.8,4.17,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP05,San Diego-IV,SP15,SDG1_1_PDRP05,1.19,1.21,1.29,1.9,2.34,3.41,4.8,4.4,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP06,San Diego-IV,SP15,SDG1_1_PDRP06,,,,,,,,2.5,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP100,San Diego-IV,SP15,SDG1_1_PDRP100,0.11,0,0.24,0.19,0.52,0.61,0,0.26,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP101,San Diego-IV,SP15,SDG1_1_PDRP101,,,0.29,0,0,0.36,0.25,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP102,San Diego-IV,SP15,SDG1_1_PDRP102,0.12,0.15,0.1,0.13,0.11,0.13,0,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP103,San Diego-IV,SP15,SDG1_1_PDRP103,,0.17,0,0.55,0.55,0.6,0.56,0.32,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP104,San Diego-IV,SP15,SDG1_1_PDRP104,,,,0.21,0.56,0.26,1.7,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP105,San Diego-IV,SP15,SDG1_1_PDRP105,,,0.13,0.1,0.11,0.12,0.32,0.64,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP111,San Diego-IV,SP15,SDG1_1_PDRP111,,0.14,0.2,0.16,0,0.13,0.35,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP113,San Diego-IV,SP15,SDG1_1_PDRP113,0.17,0.12,0.13,0.17,0.13,0.48,0,0.54,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP114,San Diego-IV,SP15,SDG1_1_PDRP114,,,,,0.52,0.59,0.55,0.65,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP117,San Diego-IV,SP15,SDG1_1_PDRP117,,0.13,0.1,0.32,0.16,0.15,0.14,0.1,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP118,San Diego-IV,SP15,SDG1_1_PDRP118,,,,0.19,0.28,0.57,0.56,0.3,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP119,San Diego-IV,SP15,SDG1_1_PDRP119,,0.19,0.16,0.1,0.73,0.15,0.15,0.12,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP120,San Diego-IV,SP15,SDG1_1_PDRP120,,,,,,0.36,0.52,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP121,San Diego-IV,SP15,SDG1_1_PDRP121,,,,0.17,0.15,0.55,0.22,0.56,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP122,San Diego-IV,SP15,SDG1_1_PDRP122,,,,,,0.1,0.12,0.81,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP123,San Diego-IV,SP15,SDG1_1_PDRP123,,,,,,0.34,0.18,0.22,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP71,San Diego-IV,SP15,SDG1_1_PDRP71,,,,,,,,0.23,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP84,San Diego-IV,SP15,SDG1_1_PDRP84,0.15,0,0.14,0.12,0.16,0.21,0.55,0.24,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP85,San Diego-IV,SP15,SDG1_1_PDRP85,,,,,0.44,0.26,0.31,0.17,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP86,San Diego-IV,SP15,SDG1_1_PDRP86,,,,0.28,0.26,0.62,0.11,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP88,San Diego-IV,SP15,SDG1_1_PDRP88,,,0.22,0,0.42,0.68,0.11,0.48,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP89,San Diego-IV,SP15,SDG1_1_PDRP89,,,,,,0.2,0,0.23,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP91,San Diego-IV,SP15,SDG1_1_PDRP91,,,,0.3,0,0,0.58,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP96,San Diego-IV,SP15,SDG1_1_PDRP96,,,0.11,0.14,0.73,0.24,0,0.18,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP97,San Diego-IV,SP15,SDG1_1_PDRP97,,,0.1,0.1,0.19,0.11,0,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP98,San Diego-IV,SP15,SDG1_1_PDRP98,,,0.84,0.7,0.18,0.11,0.13,0.67,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDG1_1_PDRP99,San Diego-IV,SP15,SDG1_1_PDRP99,0.56,0.15,0.96,0,0.17,0.56,0,0,0,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEARLS_1_TS3SR1,CAISO System,SP15,Trona Solar III,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEARLS_7_ARGUS,CAISO System,SP15,Argus Cogeneration,2.96,4.09,3.42,3.16,2.23,2.88,2.6,2.63,1.88,2.15,1.95,2.09,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAWND_2_AMWWD1,LA Basin,SP15,Alta Mesa Wind,,,,,,18.57,15.41,13.08,11.4,9.66,8.02,8.47,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEGS_1_SR2SL2,CAISO System,SP15,Sunray 2,0.1,0.1,0.1,0.1,0.64,8.5,13.46,4.06,7.79,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENTNL_2_CTG1,LA Basin,SP15,Sentinel Unit 1,107.68,107.68,107.68,107.68,107.68,107.68,107.68,107.68,107.68,107.68,107.68,107.68,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENTNL_2_CTG2,LA Basin,SP15,Sentinel Unit 2,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENTNL_2_CTG3,LA Basin,SP15,Sentinel Unit 3,105.69,105.69,105.69,105.69,105.69,105.69,105.69,105.69,105.69,105.69,105.69,105.69,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENTNL_2_CTG4,LA Basin,SP15,Sentinel Unit 4,106.55,106.55,106.55,106.55,106.55,106.55,106.55,106.55,106.55,106.55,106.55,106.55,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENTNL_2_CTG5,LA Basin,SP15,Sentinel Unit 5,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENTNL_2_CTG6,LA Basin,SP15,Sentinel Unit 6,105,105,105,105,105,105,105,105,105,105,105,105,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENTNL_2_CTG7,LA Basin,SP15,Sentinel Unit 7,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENTNL_2_CTG8,LA Basin,SP15,Sentinel Unit 8,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGREGY_6_SANGER,Fresno,NP15,Algonquin Power Sanger 2,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAFTR_1_HWYSR1,CAISO System,Not found,Highway 43,,,,,,0,0,0,0,0,0,0,N,North,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELRF_1_UNITS,Bay Area,NP15,SHELL OIL REFINERY AGGREGATE,54.8,53.32,53.32,50.65,39.12,49.52,75.13,74.86,73.72,44.97,53.32,53.32,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIERRA_1_UNITS,Kern,ZP26,HIGH SIERRA LIMITED,52.43,52.43,52.43,52.43,52.43,52.43,52.43,52.43,52.43,52.43,52.43,52.43,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SISPRG_2_DS3BT1,CAISO System,SP15,Daggett Solar 3 a BESS,61.5,61.5,61.5,61.5,61.5,61.5,61.16,61.5,61.5,61.5,61.5,61.5,Y,South,ID,100%,Q1314 - Group name DAGGETT_SOLAR3_1314_1 - Max to grid 123 MW. Waiting for Mojave RAS. Co-located with SISPRG_2_DS3SR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SISPRG_2_DS3BT2,CAISO System,SP15,Daggett Solar 3 b BESS,59.9,59.9,59.9,59.9,59.9,59.9,59.9,59.9,59.9,59.9,59.9,59.9,Y,South,ID,100%,Q1314 - Group name: DAGGETT_SOLAR3_1314_2 - Max to grid 110 MW. Waiting for Mojave RAS. Co-located with SISPRG_2_DS3SR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
